Zipcode,Population,Median age,Under 18(%),18 to 64(%),65 and over(%),Male(%),Female(%),White(%),Black(%),Native(%),Asian(%),Islander(%),Two plus(%),Hispanic(%),Per capita income (USD),Median household income (USD),Below poverty line(%),Mean travel time to work (Minutes),Drove Alone (%),Carpooled (%),Public Transit (%),Bicycle (%),Walked (%),Other (%),Worked at home (%),Number of households,Persons per household,Married (%),Single (%),Number of housing units,Occupied housing (%),Vacant housing (%),Owner Occupied (%),Renter Occupied (%),Median housing value,Moved Since Prev Year(%),Same House Prev Year(%),No Degree(%),High School(%),Some College(%),Bachelor's(%),Post-grad(%),Foriegn Born Population(%),Europe(%),Asia(%),Africa(%),Oceania(%),Latin America(%),North America(%),Case Counts,Death Counts,Death Counts(Per 1000),Case Counts(Per 1000)
54942,10124,38.7,27.98,64.38,7.64,48.95,51.05,95.76,0.74,0.42,1.23,0,1.62,0.22,40923.0,104161.0,1.57,19.64,86.39,4.57,0,0,0.72,0.1,8.22,3621.0,2.79,71.66,28.34,3632.0,99.7,0.3,90.14,9.86,260100.0,8.57,91.43,0.99,24.33,35.23,28.75,10.7,0.73,33.78,22.97,0,0,43.24,0,3075.0,6.0,0.5926511260371395,303.733702094034
54162,9351,38.3,26.93,60.05,13.03,49.86,50.14,95.63,0.46,0.63,0.53,0.16,0.79,1.8,30227.0,71961.0,7.34,24.79,85.22,4.7,0.83,0,0.5,0.46,8.29,3471.0,2.68,58.66,41.34,3593.0,96.6,3.4,77.99,22.01,211800.0,8.4,91.6,5.35,39.48,33.28,17.49,4.4,0.99,0,38.71,0,0,54.84,6.45,2829.0,18.0,1.9249278152069298,302.53448829002247
54165,7653,42.8,19.86,64.3,15.84,47.56,52.44,87.94,0.54,5.17,0.3,0,3.4,2.23,33612.0,70112.0,4.18,24.16,83.34,8.01,0.54,0,1.02,0.42,6.88,3078.0,2.48,55.05,44.95,3163.0,97.31,2.69,71.25,28.75,187600.0,6.83,93.17,6.55,39.21,34.99,13.79,5.46,0.63,2.08,47.92,0,0,50.0,0,2169.0,18.0,2.352018816150529,283.4182673461388
54166,16547,44.7,20.95,56.72,22.33,50.41,49.59,81.94,0.67,7.56,0.44,0,5.06,4.12,29830.0,53336.0,11.3,18.99,82.63,5.89,0.12,0.05,1.32,0.21,6.34,7149.0,2.26,50.92,49.08,9011.0,79.34,20.66,71.46,28.54,126400.0,14.45,85.55,7.48,40.64,34.6,10.66,6.62,1.52,27.49,18.33,13.15,0,38.25,2.79,4999.0,58.0,3.5051670997763944,302.1091436514172
54169,2794,43.3,25.84,60.59,13.56,50.86,49.14,97.14,0,0.25,0,0,1.07,1.54,47703.0,113125.0,2.41,28.5,85.62,3.2,0,0,0.31,0,10.86,1071.0,2.61,73.89,26.11,1098.0,97.54,2.46,96.64,3.36,264900.0,11.19,88.81,0.67,18.71,28.59,38.77,13.26,1.54,34.88,0,0,0,48.84,16.28,838.0,2.0,0.7158196134574087,299.9284180386543
54170,3704,38.7,23.81,61.91,14.28,50.35,49.65,91.31,0,1.24,0.11,0,0.38,6.97,31998.0,70372.0,4.44,29.73,89.94,5.43,0,0,1.38,0.05,3.19,1351.0,2.74,58.33,41.67,1474.0,91.66,8.34,86.9,13.1,189400.0,11.32,88.68,8.08,44.33,28.68,14.74,4.16,1.86,8.7,5.8,0,0,85.51,0,1046.0,4.0,1.0799136069114472,282.39740820734346
54171,3803,38.3,28.11,62.98,8.91,46.91,53.09,97.13,0,0.24,0,0,1.95,0.68,36810.0,94668.0,3.09,28.82,83.0,11.32,0,0,0,1.46,4.23,1379.0,2.76,72.54,27.46,1393.0,98.99,1.01,94.63,5.37,227500.0,10.78,89.22,3.29,33.7,30.77,25.77,6.46,0.45,0,100.0,0,0,0,0,1345.0,1.0,0.2629503023928478,353.6681567183802
54173,4324,47.1,20.56,58.56,20.88,50.99,49.01,95.91,0.07,0,0,0,1.02,3.01,42876.0,81688.0,1.2,18.4,85.24,3.46,0,0,1.39,0,9.91,1667.0,2.59,64.02,35.98,1724.0,96.69,3.31,84.46,15.54,268800.0,9.09,90.91,1.51,31.83,36.59,23.7,6.37,0.65,100.0,0,0,0,0,0,1268.0,3.0,0.6938020351526364,293.2469935245143
54174,3165,53.2,18.67,54.76,26.57,52.51,47.49,93.11,0,4.61,0,0,1.07,1.2,30968.0,59960.0,11.5,28.92,77.47,9.89,0,0,5.1,0.84,6.7,1399.0,2.23,54.49,45.51,2470.0,56.64,43.36,84.2,15.8,123100.0,7.37,92.63,8.43,45.91,33.59,8.43,3.64,0.25,25.0,0,0,0,0,75.0,811.0,11.0,3.4755134281200633,256.24012638230647
54175,1055,65.4,6.54,41.52,51.94,54.31,45.69,98.58,0,0.38,0,0,1.04,0,33220.0,59076.0,9.55,26.51,76.54,4.11,0,0,0,0,19.35,555.0,1.9,72.3,27.7,1845.0,30.08,69.92,94.95,5.05,200400.0,7.24,92.76,7.27,36.17,39.65,10.96,5.94,0.19,0,0,0,0,100.0,0,227.0,3.0,2.843601895734597,215.16587677725119
54177,2684,54.3,16.32,54.88,28.8,50.37,49.63,97.32,0,0.37,0.6,0,1.08,0.52,29750.0,50133.0,11.48,26.78,76.79,12.27,0,0,2.56,0.11,8.21,1315.0,2.04,62.05,37.95,2940.0,44.73,55.27,82.05,17.95,144600.0,11.19,88.81,9.74,39.0,34.97,12.03,4.26,1.64,45.45,40.91,0,0,13.64,0,709.0,7.0,2.6080476900149034,264.15797317436665
54180,3494,33.2,35.17,55.61,9.22,45.99,54.01,91.93,1.09,2.12,0.66,0,2.29,1.92,31298.0,73920.0,2.53,20.36,80.67,10.27,0,0.26,2.81,0.21,5.78,1231.0,2.84,60.38,39.62,1249.0,98.56,1.44,74.17,25.83,190500.0,4.88,95.12,3.87,31.62,30.9,21.55,12.06,1.6,0,51.79,0,0,32.14,16.07,995.0,1.0,0.28620492272467085,284.7738981110475
54201,5094,47.9,18.28,57.22,24.5,51.59,48.41,94.05,0.79,1.22,0.71,0,0.82,2.36,29328.0,62381.0,7.97,21.28,82.49,9.28,0.32,0.56,2.26,0.06,4.56,2092.0,2.41,63.08,36.92,2579.0,81.12,18.88,78.3,21.7,139500.0,9.37,90.63,7.19,40.76,34.24,13.66,4.15,2.28,12.93,31.03,0,0,56.03,0,1387.0,18.0,3.5335689045936394,272.2811150372988
54202,1536,55.6,16.28,45.83,37.89,54.23,45.77,97.53,0,0.52,0.07,0,0,1.89,41301.0,64028.0,3.24,14.89,72.9,6.42,1.14,0,13.69,1.71,4.14,806.0,1.88,67.44,32.56,2002.0,40.26,59.74,82.26,17.74,312300.0,7.03,92.97,2.42,22.86,27.14,34.33,13.25,1.17,77.78,22.22,0,0,0,0,205.0,0.0,0.0,133.46354166666666
54204,1613,46.3,18.29,62.37,19.34,47.49,52.51,94.98,0.06,0.12,0.06,0,2.91,0.06,32760.0,71944.0,6.57,27.51,83.92,7.8,0.35,0,3.66,1.8,3.66,708.0,2.28,68.42,31.58,1052.0,67.3,32.7,87.43,12.57,200400.0,6.57,93.43,5.23,41.7,27.88,17.99,7.2,1.05,82.35,5.88,0,0,11.76,0,546.0,2.0,1.2399256044637321,338.49969001859887
54205,2130,43.7,21.64,63.76,14.6,51.22,48.78,94.37,0.38,0.33,0.47,0,2.11,2.25,33239.0,76625.0,5.31,26.14,86.1,4.56,0.24,0,2.59,0.09,6.28,812.0,2.62,66.07,33.93,848.0,95.75,4.25,91.87,8.13,170500.0,3.68,96.32,4.51,46.04,33.06,12.91,3.48,1.92,9.76,24.39,0,0,65.85,0,645.0,7.0,3.2863849765258215,302.8169014084507
54207,145,44.1,19.31,61.38,19.31,62.07,37.93,96.55,0,0,0.69,0,1.38,1.38,32286.0,62969.0,0,31.49,85.07,13.43,0,0,1.49,0,0,67.0,2.16,53.28,46.72,67.0,100.0,0,79.1,20.9,145300.0,7.59,92.41,3.81,33.33,55.24,6.67,0.95,0.69,0,100.0,0,0,0,0,33.0,0.0,0.0,227.58620689655174
54644,1420,39.3,26.48,62.04,11.48,54.08,45.92,86.41,0,2.68,7.25,0,0.56,3.1,27751.0,63125.0,7.54,32.1,88.37,4.65,0,0,0.9,1.03,5.04,534.0,2.66,53.71,46.29,618.0,86.41,13.59,81.46,18.54,236200.0,6.03,93.97,6.69,28.34,46.28,16.88,1.8,2.96,0,100.0,0,0,0,0,353.0,3.0,2.112676056338028,248.59154929577466
54646,4070,46.4,23.96,51.6,24.45,49.36,50.64,94.82,0.64,0.2,0,0,1.55,2.8,25804.0,51553.0,21.76,25.86,83.09,6.7,0.32,0.26,2.55,0.45,6.64,1659.0,2.37,57.61,42.39,2833.0,58.56,41.44,80.65,19.35,125500.0,8.91,91.09,9.45,44.75,34.05,6.45,5.3,1.84,74.67,22.67,0,0,0,2.67,1094.0,12.0,2.9484029484029484,268.7960687960688
54648,1703,35.4,29.95,56.25,13.8,53.85,46.15,74.52,0,0,0.12,0,0.59,24.78,25136.0,61912.0,17.26,25.53,65.51,16.04,0.27,0,4.28,0.94,12.97,630.0,2.7,52.29,47.71,727.0,86.66,13.34,79.52,20.48,145100.0,7.09,92.91,15.94,39.61,26.0,15.1,3.36,12.45,1.42,0.94,0,0,97.64,0,356.0,0.0,0.0,209.04286553141515
54650,24794,41.4,22.03,56.61,21.37,48.1,51.9,86.62,1.5,0.21,7.06,0,2.98,1.63,41177.0,68542.0,3.99,18.64,86.09,8.11,0.13,0.45,0.35,0.87,3.99,10575.0,2.33,55.79,44.21,10789.0,98.02,1.98,68.93,31.07,211900.0,8.4,91.6,3.67,20.6,37.24,23.86,14.62,4.36,6.11,90.19,0,0,1.2,2.5,6954.0,42.0,1.6939582156973463,280.47108171331774
54651,1613,33.3,34.53,47.68,17.79,49.66,50.34,87.72,1.67,0,1.61,0,2.6,6.39,21047.0,50156.0,12.71,26.47,70.69,11.38,0,0,0.69,6.03,11.21,584.0,2.76,61.53,38.47,697.0,83.79,16.21,79.79,20.21,145000.0,3.8,96.2,20.12,36.93,28.22,9.13,5.6,1.86,6.67,36.67,0,0,56.67,0,286.0,3.0,1.8598884066955983,177.3093614383137
54652,1095,35.4,36.71,45.11,18.17,50.05,49.95,94.34,0.55,0.09,0.37,0,0,4.66,20703.0,52321.0,20.53,24.65,84.18,1.98,0,0.85,5.93,4.52,2.54,345.0,3.14,49.12,50.88,424.0,81.37,18.63,83.77,16.23,120700.0,4.54,95.46,14.58,37.02,32.85,8.65,6.89,0.46,20.0,80.0,0,0,0,0,147.0,2.0,1.82648401826484,134.24657534246575
54653,910,31.6,33.19,60.33,6.48,49.67,50.33,92.42,1.54,0,0.33,0.22,0.66,4.84,24972.0,56500.0,9.78,23.71,81.86,7.56,0,0.43,1.51,0,8.64,334.0,2.72,56.86,43.14,370.0,90.27,9.73,74.55,25.45,168300.0,6.05,93.95,2.56,39.12,38.21,17.0,3.11,0.99,0,0,0,0,100.0,0,312.0,0.0,0.0,342.85714285714283
54654,291,35.7,26.8,60.82,12.37,47.08,52.92,99.31,0,0,0,0,0,0.69,17425.0,51250.0,2.06,32.48,51.4,41.12,0,0,7.48,0,0,80.0,3.64,69.95,30.05,89.0,89.89,10.11,83.75,16.25,86500.0,0,100.0,8.06,54.03,9.95,27.01,0.95,0.69,0,0,0,0,100.0,0,47.0,0.0,0.0,161.51202749140896
54655,1802,41.2,25.92,51.11,22.97,49.11,50.89,96.56,0.22,0.11,0.89,0,1.55,0.67,25437.0,44783.0,23.2,28.17,79.48,8.7,0.54,0,2.72,1.22,7.34,652.0,2.69,56.36,43.64,874.0,74.6,25.4,72.7,27.3,162800.0,11.62,88.38,12.85,38.13,28.86,15.53,4.63,1.83,42.42,48.48,0,0,0,9.09,316.0,4.0,2.2197558268590454,175.3607103218646
54656,18096,39.9,24.35,59.41,16.24,50.87,49.13,91.14,2.11,0.4,1.23,0.03,1.02,4.01,29138.0,61015.0,9.89,20.16,76.61,9.9,0.1,0.67,3.06,0.07,8.43,7113.0,2.46,53.16,46.84,7586.0,93.76,6.24,71.98,28.02,158700.0,9.53,90.47,8.21,36.66,32.8,15.56,6.77,2.22,12.44,32.34,7.46,3.98,39.55,4.23,5212.0,35.0,1.9341290893015033,288.0194518125553
54657,368,44.1,30.43,57.07,12.5,55.43,44.57,98.91,0.82,0,0,0,0.27,0,23386.0,56667.0,8.42,38.97,84.36,6.15,0,0,0.56,1.12,7.82,140.0,2.63,59.74,40.26,208.0,67.31,32.69,72.86,27.14,125000.0,2.75,97.25,3.02,39.66,44.4,7.76,5.17,0.82,100.0,0,0,0,0,0,69.0,0.0,0.0,187.5
54658,2586,47.6,20.57,61.6,17.83,48.53,51.47,95.78,0.12,0.46,0.08,0,2.67,0.89,34796.0,70833.0,8.33,22.96,85.98,4.91,0.42,0,0.91,0.28,7.5,1088.0,2.38,58.67,41.33,1162.0,93.63,6.37,80.79,19.21,196100.0,8.97,91.03,5.5,31.23,40.45,17.85,4.96,0.7,77.78,22.22,0,0,0,0,592.0,1.0,0.3866976024748647,228.92498066511988
54659,1307,37.1,27.47,57.23,15.3,51.87,48.13,95.64,0,0,0,0,1.15,3.14,26265.0,52778.0,13.16,28.1,70.21,5.89,0.33,0,1.64,0.08,18.82,526.0,2.48,56.86,43.14,616.0,85.39,14.61,77.0,23.0,159200.0,5.4,94.6,17.87,39.29,32.07,6.99,3.78,1.61,76.19,0,0,0,23.81,0,287.0,0.0,0.0,219.58684009181331
54660,15822,41.9,23.01,58.12,18.87,51.74,48.26,89.0,2.46,2.1,0.66,0.03,2.02,3.67,33061.0,58359.0,7.34,16.14,81.02,7.58,0.35,0.47,3.57,0.06,4.66,6583.0,2.35,50.73,49.27,7217.0,91.22,8.78,62.04,37.96,151300.0,14.9,85.1,7.63,33.2,36.11,16.1,6.97,2.24,14.93,27.32,10.42,0,37.18,10.14,4078.0,37.0,2.3385159903931236,257.7423840222475
54661,3913,41.1,22.67,57.88,19.45,49.73,50.27,95.68,0,0,1.05,0,2.15,1.12,33097.0,62674.0,4.65,27.83,83.51,7.95,0,0,1.52,0.98,6.04,1632.0,2.4,57.49,42.51,1820.0,89.67,10.33,75.61,24.39,189500.0,10.49,89.51,2.46,31.46,42.25,17.59,6.25,1.81,23.94,49.3,0,0,14.08,12.68,1060.0,5.0,1.277791975466394,270.89189879887556
54664,1770,40.2,26.95,50.79,22.26,55.14,44.86,95.37,0.23,0,0.11,0,1.07,3.22,23644.0,44615.0,20.66,25.4,75.12,7.08,1.48,0.82,2.97,0,12.52,716.0,2.41,50.86,49.14,952.0,75.21,24.79,82.68,17.32,107900.0,7.68,92.32,11.04,42.7,24.87,11.8,9.59,1.47,30.77,15.38,0,0,38.46,15.38,339.0,2.0,1.1299435028248588,191.52542372881356
54665,8476,45.5,22.63,54.67,22.7,48.41,51.59,95.41,0.29,0.15,0.32,0.09,3.1,0.63,27577.0,47320.0,14.19,21.9,72.4,7.53,0.83,1.44,3.35,4.25,10.19,3617.0,2.27,51.67,48.33,4063.0,89.02,10.98,67.24,32.76,170100.0,15.17,84.83,7.05,33.45,31.92,17.49,10.09,1.81,60.78,17.65,0,5.23,7.19,9.15,1658.0,44.0,5.191127890514394,195.61113732892875
54943,1938,52.1,21.41,47.47,31.11,51.7,48.3,91.18,0.15,0.05,0,0,1.29,6.45,26776.0,47159.0,15.9,30.97,71.33,15.12,0,0,0,0.88,7.42,853.0,2.27,62.71,37.29,1588.0,53.72,46.28,85.7,14.3,147800.0,7.65,92.35,13.9,35.62,38.36,9.52,2.6,2.73,15.09,0,0,0,84.91,0,376.0,8.0,4.127966976264189,194.01444788441694
54944,8838,42.6,23.53,59.16,17.3,50.89,49.11,97.78,0,0.05,0.28,0,0.52,1.37,39873.0,89123.0,3.1,23.69,86.67,5.72,0.04,0.15,0.83,0.37,6.22,3337.0,2.64,67.42,32.58,3433.0,97.2,2.8,91.37,8.63,221700.0,6.41,93.59,3.44,34.46,34.73,17.17,10.2,1.36,30.0,13.33,3.33,0,23.33,30.0,2536.0,24.0,2.715546503733876,286.9427472278796
54945,3424,47.0,21.09,54.82,24.09,53.07,46.93,96.99,0,0.03,0.15,0,0.82,1.99,35154.0,58784.0,8.06,27.48,88.43,3.9,0,0,2.52,0.03,4.92,1566.0,2.16,59.07,40.93,2042.0,76.69,23.31,79.31,20.69,165000.0,11.62,88.38,5.55,40.4,32.85,14.41,6.79,1.34,36.96,10.87,0,0,41.3,10.87,683.0,11.0,3.2126168224299065,199.47429906542055
54947,2259,46.1,17.75,66.62,15.63,49.0,51.0,96.86,0,0.89,0.35,0,0.75,1.15,42193.0,87917.0,2.61,22.55,83.43,10.9,0,0,0.75,0.15,4.78,937.0,2.41,64.25,35.75,1115.0,84.04,15.96,92.0,8.0,222700.0,7.69,92.31,6.32,36.72,32.23,16.71,8.03,1.51,64.71,23.53,0,0,5.88,5.88,721.0,9.0,3.9840637450199203,319.1677733510403
54948,207,52.5,17.39,59.9,22.71,47.83,52.17,98.07,0,1.93,0,0,0,0,28705.0,50000.0,7.32,25.2,88.99,0.92,0,0,0,0,10.09,100.0,2.07,48.92,51.08,125.0,80.0,20.0,89.0,11.0,115600.0,11.59,88.41,5.39,53.89,32.93,5.39,2.4,0,0,0,0,0,0,0,63.0,4.0,19.32367149758454,304.34782608695656
54949,3271,41.7,21.25,61.72,17.03,54.39,45.61,96.64,0.15,0.34,0.12,0.03,0.89,1.83,31392.0,65375.0,10.09,25.34,87.06,5.12,0.22,0.79,1.41,2.7,2.7,1412.0,2.3,61.13,38.87,1573.0,89.76,10.24,78.9,21.1,150800.0,11.97,88.03,5.03,52.36,26.95,10.59,5.07,0.86,28.57,14.29,57.14,0,0,0,830.0,17.0,5.197187404463467,253.74503210027515
54721,1425,43.5,25.47,59.58,14.95,51.93,48.07,94.39,0,0.49,0.49,0,0.35,4.28,31869.0,62793.0,8.24,26.9,82.7,7.18,0.44,0,2.49,0.59,6.6,559.0,2.55,58.62,41.38,611.0,91.49,8.51,78.35,21.65,141100.0,7.76,92.24,5.8,44.91,36.86,8.86,3.56,1.75,16.0,28.0,0,0,52.0,4.0,337.0,3.0,2.1052631578947367,236.49122807017545
54722,3859,38.8,27.36,54.13,18.5,51.83,48.17,95.26,0,1.58,0.05,0,2.05,1.06,32377.0,60517.0,16.36,26.74,75.63,10.38,0,0,4.83,2.63,6.54,1432.0,2.66,58.38,41.62,1789.0,80.04,19.96,78.28,21.72,171500.0,6.81,93.19,13.85,37.77,35.63,8.36,4.4,0.47,33.33,27.78,0,0,38.89,0,898.0,10.0,2.591344908007256,232.70277273905157
54723,1049,44.0,16.11,68.45,15.44,53.96,46.04,98.76,0,0,0.19,0,0.76,0.29,35781.0,66944.0,8.4,28.41,89.39,5.77,0,0,2.03,0.16,2.65,460.0,2.28,49.05,50.95,498.0,92.37,7.63,81.3,18.7,153800.0,8.08,91.92,7.02,42.35,34.57,10.71,5.36,1.53,62.5,25.0,0,0,12.5,0,316.0,0.0,0.0,301.23927550047665
54724,7188,36.6,28.12,56.62,15.26,48.37,51.63,98.3,0.03,0,0.26,0.03,0.64,0.68,27148.0,54703.0,8.59,22.06,80.36,6.37,0.03,0.95,4.43,0.06,7.37,2805.0,2.54,57.05,42.95,3128.0,89.67,10.33,75.44,24.56,165600.0,10.95,89.05,5.99,32.89,36.84,18.5,5.79,0.42,16.67,70.0,0,0,3.33,10.0,2008.0,22.0,3.060656649972176,279.3544796883695
54725,2900,45.6,19.69,62.76,17.55,46.55,53.45,96.14,0,0,0.24,0,2.07,1.34,36374.0,60833.0,6.22,30.68,76.74,6.75,0,0,3.61,0.21,12.03,1258.0,2.31,62.35,37.65,1363.0,92.3,7.7,85.45,14.55,151000.0,8.78,91.22,5.9,39.44,34.41,16.33,3.92,0.52,53.33,46.67,0,0,0,0,883.0,6.0,2.0689655172413794,304.48275862068965
54726,1854,35.8,27.45,59.33,13.21,53.56,46.44,94.55,0.43,0,0,0,0.11,4.8,27151.0,58792.0,9.39,28.66,75.98,5.98,0,0.92,2.87,0.11,14.02,705.0,2.6,61.04,38.96,793.0,88.9,11.1,76.88,23.12,131100.0,10.41,89.59,16.22,35.64,34.38,8.45,5.32,1.46,0,0,11.11,0,81.48,7.41,461.0,5.0,2.696871628910464,248.65156418554477
54727,4513,44.0,21.07,59.89,19.03,50.57,49.43,96.03,0.16,0.04,0.49,0,1.15,2.13,28745.0,57742.0,13.47,25.19,80.28,7.67,0,0.09,4.18,0.56,7.24,1932.0,2.32,60.88,39.12,2088.0,92.53,7.47,80.85,19.15,160700.0,6.8,93.2,8.08,40.69,36.76,10.62,3.84,1.73,15.38,24.36,0,0,60.26,0,1280.0,14.0,3.1021493463328165,283.62508309328604
54728,5997,49.9,17.53,55.91,26.56,50.19,49.81,97.23,0.43,0.93,0.65,0,0.22,0.47,29348.0,53575.0,13.44,26.23,79.28,8.77,0,0,2.58,0.07,7.51,2573.0,2.27,60.31,39.69,3738.0,68.83,31.17,85.15,14.85,165600.0,12.02,87.98,8.37,37.55,35.31,13.67,5.1,1.68,36.63,54.46,2.97,0,2.97,2.97,1631.0,30.0,5.002501250625312,271.9693179923295
54729,32927,41.4,21.7,61.31,16.99,51.46,48.54,92.8,1.46,0.42,1.74,0,1.97,1.61,35095.0,65566.0,10.1,20.24,85.35,5.54,0.01,0.53,1.12,0.82,6.63,13815.0,2.32,56.83,43.17,14521.0,95.14,4.86,67.6,32.4,199500.0,16.38,83.62,5.59,27.62,39.72,18.59,8.48,1.62,7.32,55.72,15.76,0,11.44,9.76,9721.0,99.0,3.0066510766240473,295.2288395541653
54730,5188,41.9,25.06,55.32,19.62,51.54,48.46,94.58,0,0.5,1.66,0,1.95,1.31,31916.0,68240.0,6.81,26.19,82.75,7.28,0,0,2.7,0.53,6.75,1977.0,2.59,54.86,45.14,2194.0,90.11,9.89,83.36,16.64,174300.0,6.54,93.46,8.85,34.67,30.46,16.67,9.34,2.7,12.86,65.71,2.86,0,18.57,0,1350.0,7.0,1.349267540478026,260.2158828064765
54731,723,55.1,17.57,61.13,21.3,54.77,45.23,98.62,0,0,0,0,1.38,0,28526.0,50156.0,7.14,24.17,74.52,12.6,0,0,2.74,0.82,9.32,345.0,2.1,59.51,40.49,441.0,78.23,21.77,86.09,13.91,114400.0,5.45,94.55,14.66,43.23,27.27,13.36,1.48,0,0,0,0,0,0,0,130.0,1.0,1.3831258644536653,179.80636237897647
54732,3199,42.1,23.38,58.24,18.38,47.45,52.55,95.19,0.5,0.25,0.41,0,1.41,2.25,26924.0,47070.0,13.9,31.53,82.86,8.04,0,0.52,3.07,0.33,5.17,1335.0,2.35,50.88,49.12,1542.0,86.58,13.42,78.43,21.57,133700.0,14.77,85.23,10.48,45.92,32.26,7.75,3.58,0.81,15.38,34.62,7.69,0,0,42.31,765.0,9.0,2.813379180994061,239.13723038449515
54733,1216,47.8,20.97,51.81,27.22,49.67,50.33,95.64,0,0.82,0.08,0,0.82,2.47,27349.0,49038.0,7.76,26.5,74.6,10.41,0.71,0,3.88,0.16,7.94,464.0,2.55,67.9,32.1,505.0,91.88,8.12,81.47,18.53,156300.0,7.89,92.11,10.27,42.19,34.64,8.52,4.37,1.48,50.0,5.56,0,0,44.44,0,296.0,2.0,1.644736842105263,243.42105263157896
54734,720,47.0,23.06,57.08,19.86,51.11,48.89,94.03,0,0.56,0,0,2.22,2.92,32565.0,64500.0,5.45,39.27,84.8,8.8,0,0,2.93,0.28,3.47,300.0,2.4,62.41,37.59,334.0,89.82,10.18,89.67,10.33,163800.0,3.36,96.64,4.91,38.49,37.17,14.15,5.28,2.08,53.33,20.0,0,0,26.67,0,237.0,0.0,0.0,329.1666666666667
53058,3348,50.6,16.13,60.69,23.18,49.37,50.63,92.03,0.18,0,1.05,0,2.81,3.29,59216.0,89917.0,4.7,25.84,73.5,7.93,0.64,0,3.7,0.66,12.27,1423.0,2.29,58.14,41.86,1518.0,93.74,6.26,65.71,34.29,372400.0,15.34,84.66,1.67,20.12,23.95,35.62,18.64,2.54,62.35,21.18,0,0,3.53,12.94,840.0,5.0,1.4934289127837517,250.89605734767022
53059,1975,48.3,16.41,66.58,17.01,54.38,45.62,95.14,0.3,0.2,0,0,2.63,1.27,34216.0,75149.0,10.28,30.76,79.57,8.45,0.19,0,2.97,0.46,8.54,735.0,2.69,59.33,40.67,800.0,91.88,8.12,85.58,14.42,244400.0,10.51,89.49,5.59,44.88,33.89,12.6,3.03,0.46,11.11,0,66.67,0,0,22.22,383.0,5.0,2.5316455696202533,193.92405063291142
53061,4882,44.4,17.57,60.28,22.14,52.5,47.5,94.82,0.25,1.13,1.58,0,0.08,2.15,32401.0,66759.0,7.16,21.83,84.44,9.29,0,0,2.15,0.77,3.35,2176.0,2.2,61.49,38.51,2340.0,92.99,7.01,80.65,19.35,136300.0,10.46,89.54,6.6,37.64,31.81,21.03,2.92,0.2,70.0,0,30.0,0,0,0,1290.0,15.0,3.072511265874642,264.23596886521915
53063,1553,45.3,19.9,64.01,16.1,51.51,48.49,94.46,0.77,0,0.32,0,1.35,3.09,36463.0,69750.0,6.5,20.23,88.02,3.59,0.76,0,1.42,1.42,4.79,627.0,2.48,56.64,43.36,690.0,90.87,9.13,86.44,13.56,176300.0,3.75,96.25,6.35,34.72,44.33,9.61,4.99,4.64,47.22,2.78,0,0,50.0,0,339.0,1.0,0.643915003219575,218.28718609143593
53065,2333,48.3,18.82,59.97,21.22,51.65,48.35,93.57,2.01,0.17,1.93,0,1.03,1.29,38881.0,88250.0,7.41,22.27,88.54,5.73,0,0.15,1.47,0.15,3.97,945.0,2.47,64.81,35.19,977.0,96.72,3.28,84.87,15.13,197700.0,12.34,87.66,5.97,40.34,32.61,15.17,5.91,2.66,11.29,72.58,3.23,0,12.9,0,703.0,5.0,2.1431633090441493,301.3287612516074
53066,35414,44.9,21.36,59.88,18.76,50.25,49.75,92.25,1.28,0.15,0.59,0.02,1.31,2.58,57009.0,101446.0,5.26,26.59,83.42,6.28,0.22,0.18,0.57,1.82,8.95,13604.0,2.59,58.56,41.44,14688.0,92.62,7.38,80.61,19.39,317700.0,10.4,89.6,3.65,21.81,29.38,31.63,13.54,2.95,35.25,12.36,4.6,3.54,35.25,9.0,10020.0,111.0,3.1343536454509517,282.9389506974643
53069,762,54.2,21.13,50.92,27.95,50.52,49.48,84.91,9.06,0.79,0,0,0,5.25,44351.0,109577.0,4.07,23.9,83.02,7.43,0,0,0,0,9.55,347.0,2.2,73.0,27.0,506.0,68.58,31.42,97.12,2.88,451200.0,16.01,83.99,0,28.45,32.45,27.95,11.15,6.56,100.0,0,0,0,0,0,172.0,0.0,0.0,225.7217847769029
53019,1763,45.1,20.87,61.83,17.3,52.98,47.02,94.5,0.45,0,0.62,0.11,0.4,3.63,34259.0,75000.0,4.83,21.9,80.48,7.27,0,0,5.68,0.28,5.28,742.0,2.37,63.21,36.79,807.0,91.95,8.05,82.08,17.92,188100.0,10.11,89.89,7.17,38.35,33.23,12.91,8.35,1.64,0,0,0,0,89.66,10.34,575.0,2.0,1.1344299489506524,326.14861032331254
53020,3845,50.2,18.31,58.91,22.78,50.01,49.99,98.41,0,0.03,0,0,0,1.56,37947.0,73892.0,3.99,22.59,80.9,5.02,0.1,0.14,1.64,2.32,9.89,1565.0,2.46,68.86,31.14,1899.0,82.41,17.59,84.79,15.21,260300.0,5.97,94.03,5.67,38.55,29.77,17.08,8.93,0.78,70.0,0,0,0,16.67,13.33,760.0,9.0,2.3407022106631987,197.6592977893368
